date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:21:12	18084/18084	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Sep%202018%2014:21:10%20GMT	http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm	C:/My%20Web%20Sites/2006/web.archive.org/web/20060423203628/http_/www.ticketsummit.org_80/index.html	(from )
10:21:13	7403/7403	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2015%20Mar%202018%2021:44:42%20GMT	http://archive.org/includes/analytics.js?v=cf34f82	C:/My%20Web%20Sites/2006/archive.org/includes/analytics2a5b.js	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:15	18831/18831	---M--	200	added ('OK')	application/javascript	etag:%22wzsdm-1536297681-18831-1492060197%22	http://web.archive.org/static/js/ait-client-rewrite.js?v=1536297681.0	C:/My%20Web%20Sites/2006/web.archive.org/static/js/ait-client-rewrite7300.js	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:16	6857/6857	---M--	200	added ('OK')	text/css	etag:%22wzsdm-1536297681-6857-1017513663%22	http://web.archive.org/static/css/banner-styles.css?v=1536297681.0	C:/My%20Web%20Sites/2006/web.archive.org/static/css/banner-styles7300.css	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:16	5825/5825	---M--	200	added ('OK')	text/css	etag:%22wzsdm-1536297681-5825-715654559%22	http://web.archive.org/static/css/iconochive.css?v=1536297681.0	C:/My%20Web%20Sites/2006/web.archive.org/static/css/iconochive7300.css	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:16	32/32	---M--	302	error ('FOUND')	text/plain	date:Tue,%2025%20Sep%202018%2014:21:15%20GMT	http://web.archive.org/web/20060423203628cs_/http://www.ticketsummit.org:80/text.css	C:/My%20Web%20Sites/2006/web.archive.org/web/20060423203628cs_/http_/www.ticketsummit.org_80/text.css	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:17	1211/1211	---M--	200	added ('OK')	text/css	date:Tue,%2025%20Sep%202018%2014:21:15%20GMT	http://web.archive.org/web/20060512045518cs_/http://ticketsummit.org:80/text.css	C:/My%20Web%20Sites/2006/web.archive.org/web/20060512045518cs_/http_/ticketsummit.org_80/text.css	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:17	1793/1793	---M--	200	added ('OK')	application/javascript	etag:%22wzsdm-1536297681-1793-545916128%22	http://web.archive.org/static/js/timestamp.js?v=1536297681.0	C:/My%20Web%20Sites/2006/web.archive.org/static/js/timestamp7300.js	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:17	4017/4017	---M--	200	added ('OK')	application/javascript	etag:%22wzsdm-1536297681-4017-581895390%22	http://web.archive.org/static/js/graph-calc.js?v=1536297681.0	C:/My%20Web%20Sites/2006/web.archive.org/static/js/graph-calc7300.js	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:18	10654/10654	---M--	200	added ('OK')	application/javascript	etag:%22wzsdm-1536297681-10654-905512523%22	http://web.archive.org/static/js/auto-complete.js?v=1536297681.0	C:/My%20Web%20Sites/2006/web.archive.org/static/js/auto-complete7300.js	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:19	19942/19942	---M--	200	added ('OK')	application/javascript	etag:%22wzsdm-1536297681-19942-380568575%22	http://web.archive.org/static/js/toolbar.js?v=1536297681.0	C:/My%20Web%20Sites/2006/web.archive.org/static/js/toolbar7300.js	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:20	291/291	---M--	200	added ('OK')	image/png	etag:%22wzsdm-1536297681-291-1060570846%22	http://web.archive.org/static/images/toolbar/wm_tb_prv_off.png	C:/My%20Web%20Sites/2006/web.archive.org/static/images/toolbar/wm_tb_prv_off.png	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:20	294/294	---M--	200	added ('OK')	image/png	etag:%22wzsdm-1536297681-294-946734722%22	http://web.archive.org/static/images/toolbar/wm_tb_nxt_on.png	C:/My%20Web%20Sites/2006/web.archive.org/static/images/toolbar/wm_tb_nxt_on.png	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:20	913/913	---M--	200	added ('OK')	image/gif	etag:%22wzsdm-1536297681-913-438895683%22	http://web.archive.org/static/images/loading.gif	C:/My%20Web%20Sites/2006/web.archive.org/static/images/loading.gif	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:21	32/32	---M--	302	error ('FOUND')	text/plain	date:Tue,%2025%20Sep%202018%2014:21:19%20GMT	http://web.archive.org/web/20060423203628im_/http://www.ticketsummit.org:80/images/summitheader.jpg	C:/My%20Web%20Sites/2006/web.archive.org/web/20060423203628im_/http_/www.ticketsummit.org_80/images/summitheader.jpg	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:24	91773/91773	---MC-	200	added ('OK')	image/jpeg	date:Tue,%2025%20Sep%202018%2014:21:19%20GMT	http://web.archive.org/web/20060423203838im_/http://www.ticketsummit.org:80/images/summitheader.jpg	C:/My%20Web%20Sites/2006/web.archive.org/web/20060423203838im_/http_/www.ticketsummit.org_80/images/summitheader.jpg	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:26	32/32	---M--	302	error ('FOUND')	text/plain	date:Tue,%2025%20Sep%202018%2014:21:24%20GMT	http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/hotel.htm	C:/My%20Web%20Sites/2006/web.archive.org/web/20060423203628/http_/www.ticketsummit.org_80/hotel.htm	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:26	32/32	---M--	302	error ('FOUND')	text/plain	date:Tue,%2025%20Sep%202018%2014:21:24%20GMT	http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/exhibitors.htm	C:/My%20Web%20Sites/2006/web.archive.org/web/20060423203628/http_/www.ticketsummit.org_80/exhibitors.htm	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:26	32/32	---M--	302	error ('FOUND')	text/plain	date:Tue,%2025%20Sep%202018%2014:21:25%20GMT	http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/speakers.htm	C:/My%20Web%20Sites/2006/web.archive.org/web/20060423203628/http_/www.ticketsummit.org_80/speakers.htm	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:26	32/32	---M--	302	error ('FOUND')	text/plain	date:Tue,%2025%20Sep%202018%2014:21:25%20GMT	http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/aboutus.htm	C:/My%20Web%20Sites/2006/web.archive.org/web/20060423203628/http_/www.ticketsummit.org_80/aboutus.htm	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
10:21:27	32/32	---M--	302	error ('FOUND')	text/plain	date:Tue,%2025%20Sep%202018%2014:21:25%20GMT	http://web.archive.org/web/20060423203628im_/http://www.ticketsummit.org:80/images/vegasbar.jpg	C:/My%20Web%20Sites/2006/web.archive.org/web/20060423203628im_/http_/www.ticketsummit.org_80/images/vegasbar.jpg	(from http://web.archive.org/web/20060423203628/http://www.ticketsummit.org:80/index.htm)
